route_long_name,route_short_name,agency_id,route_desc,route_type,route_id
Kadusonnappanahalli → Kempegowda Bus Station (KSH-KBS),289-N,BMTC,"Via Yelahanka Santhe Circle, Hebbala, RM Guttahalli, Ittige Factory",3,9324
Kadusonnappanahalli → Shivajinagara Bus Station (KSHH-SBS),294-A,BMTC,"Via KR Circle, Byrathi Bande, Coles Park, Lingarajapura Bridge",3,9108
Kaggalahalli → KR Market (KGH-KMT),316-K,BMTC,"Via KR Pura Market, Halasuru, Budigere",3,5910
Kaggalahalli → KR Market (KGH-KMT),316-Q,BMTC,"Via Halasuru, Budigere, KR Pura Market",3,5950
Kaggalipura → Attibele Bus Stand (KGP-ATB),398-B,BMTC,"Via Gulakamale, Byatarayana Doddy Cross, Bannerughatta Circle, OMEX Circle, Jigani Bus Stand",3,6769
Kaggalipura → Banashankari Bus Station (KGP-BSKTTMC),MF-211AC,BMTC,"Via Konanakunte Cross, Udipalya",3,8225
Kaggalipura → Chandapura (KGP-CDP),398-B,BMTC,"Via Gulakamale, Byatarayana Doddy Cross, Bannerughatta Circle, OMEX Circle, Jigani Bus Stand",3,6752
Kaggalipura → KR Market (Kalasipalya) (KGP-KMT),229-D,BMTC,Via Kengeri Bus Station,3,2480
Kaggalipura → KR Market (Kalasipalya) (KGP-KMT),366-MA,BMTC,"Via Vijaya College, Arakere Gate, Bilavaradahalli",3,4064
Kaggalipura → KR Market (Kalasipalya) (KGP-KMT),371-A,BMTC,"Via Byatarayana Doddy Cross, Bengaluru Dairy Circle, Bannerughatta Circle",3,4537
Kaggalipura → Kempegowda Bus Station (Bannerughatta Circle ),371-D,BMTC,"Via JP Nagara 3rd Phase, Shanthinagara Bus Station, Bannerughatta Circle",3,4539
Kaggalipura → Yeshawanthapura Bus Station (KGP-YTTMC),401-L,BMTC,"Via Gonipura, Goraguntepalya, Kengeri Bus Station, Kottigepalya, Shirke KHB Quarters, Lurdubayi Samudaya Bhavana, Utthari, Kumbalagodu",3,6279
Kaka Ramanahalli → KR Market (Kalasipalya) (KKRH-KMT),231-F,BMTC,"Via Kengeri Bus Station, Ganakal",3,2512
Kakkehalli → Patalamma Temple (KKH-PTML),285-CB,BMTC,"Via Kempegowda Bus Station, Marasandra Gate, Hebbala",3,7567
Kakolu Village → KR Market (KKL-KMT),285-E,BMTC,"Via Rajanukunte, NES Office, Ittagalpura Cross, Kempegowda Bus Station",3,3677
Kakolu Village → Kempegowda Bus Station (KKLV-KBS),285-E,BMTC,"Via Rajanukunte, NES Office, Ittagalpura Cross, Kempegowda Bus Station",3,13523
Kakolu → Depot-45 Gate (KKL-D45),266-C,BMTC,"Via Shivakote, Koluvarayanahalli, MS Palya, Kempegowda Bus Station",3,7737
Kakolu → Kempegowda Bus Station (KKL-KBS),266-C,BMTC,"Via Shivakote, Koluvarayanahalli, MS Palya, Kempegowda Bus Station",3,7739
Kalamandira  Marathahalli Bridge → Jakkur Layout (MRHB-JKLO),500-A,BMTC,"Via Agara Junction, Tin Factory, Hennur Junction",3,10922
Kalamandira  Marathahalli Bridge → Yeshawanthapura Bus Station (MRHB-YBS),500-BA,BMTC,"Via Mathikere, Hebbala Bridge, BEL Circle, Tin Factory",3,3032
Kalidasa Layout → Kempegowda Bus Station (KDSLO-KBS),36-F,BMTC,Via KR Market,3,8290
Kalidasa Layout → Vidhana Soudha (KDLO-VSD),36,BMTC,Via Chamarajapet,3,7047
Kalkere → Chikka Thirupathi (KLK-CKTP),304-VK,BMTC,"Via Hoodi, Dodda Dunnasandra, B Channasandra Bridge(Ramamurthy Nagara Ring Road)",3,4414
Kalkere → Kammasandra (KLK-KMS),315-J,BMTC,"Via KR Pura Market, Bidarahalli Cross, Halasuru",3,5414
Kalkunte Agrahara → KR Market (KAH-KMT),304-E,BMTC,"Via Hope Farm, Halasuru, Dodda Dunnasandra Cross",3,4390
Kalkunte Agrahara → Kempegowda Bus Station (KAH-KBS),304-J,BMTC,"Via Hope Farm, Halasuru, Dodda Dunnasandra Cross",3,4395
Kalkunte Agrahara → Shivajinagara Bus Station (KGH-SBS),304-S,BMTC,"Via Dodda Dunnasandra Cross, Halasuru, Hope Farm",3,4381
Kallahalli → KR Market (KLH-KMT),382,BMTC,"Via Halasuru, Hosakote Bus Stand (Old), KR Pura Market, Kumbalahalli Gate",3,6677
Kallodu → KR Market (Kalasipalya) (KLD-KMT),253-F,BMTC,"Via Yeshawanthapura Bus Station, 8th Mile Dasarahalli, Chikka Banavara",3,4619
Kallodu → Kempegowda Bus Station (KLD-KBS),253-F,BMTC,"Via Yeshawanthapura Bus Station, 8th Mile Dasarahalli, Chikka Banavara",3,5670
Kallur → KR Market (Kalasipalya) (KLR-KMT),242-ZB,BMTC,"Via Tavarekere, Sunkadakatte, TG Halli Quarters",3,5336
Kallur → Kempegowda Bus Station (KLR-KBS),242-ZD,BMTC,"Via 1st Cross Magadi Road, Sunkadakatte, Tavarekere, TG Halli Quarters",3,5359
Kalyana Mantapa Koramangala → Banashankari Bus Station (KRM KM-BSK),201,BMTC,"Via Mayohall, Halasuru, Central Silk Board, Banashankari Bus Station, Passport Office Koramangala, Kathriguppe",3,13578
Kalyananagara 302 → Banashankari Bus Station (KLN-BSKTTMC),MBS-8,BMTC,"Via Binnamangala, Central Silk Board, ITC Factory, Kammanahalli, Dhoopanahalli",3,8350
Kalyananagara 302 → Bishop Coton Girls High School (KLN-BCGHS),302-D,BMTC,"Via Ramaswamypalya, Coles Park",3,7484
Kalyananagara 302 → KR Market (KLN-KMT),302-D,BMTC,"Via Ramaswamypalya, Coles Park",3,2161
Kalyananagara 302 → Kempegowda Bus Station (KLN-KBS),302-B,BMTC,"Via Coles Park, Vidhana Soudha Karnataka High Court, Jai Bharath Nagara, Kammanahalli",3,5304
Kalyananagara Bus Stand → Amarajyothi Badavane (KLN-AJB),KLN-AJB,BMTC,Via Nagawara Junction,3,13271
Kalyananagara Bus Stand → Bhartiya City Chokkanahalli (KLN-BCC),KLN-BCC,BMTC,KLN-BCC,3,14033
Kalyananagara Bus Stand → Byatarayanapura (KLN-BTRP),BC-9,BMTC,Via Thanisandra,3,11547
Kalyananagara Bus Stand → Depot-06 Gate (KLN-D06G),KLN-SMVT-D06G,BMTC,KLN-D06G,3,14142
Kalyananagara Bus Stand → Govindapura (KLN-GNP),KLN-GNP,BMTC,Via Hennur Junction,3,13275
Kalyananagara Bus Stand → HBR 1st Stage BSNL Office (KLN-HBR1),KLN-HBR1,BMTC,Via Kalyananagara,3,13354
Kalyananagara Bus Stand → HBR Layout 5th Block (KLN-5BHBRL),KLNB-HBRL,BMTC,Via nan,3,7404
Kalyananagara Bus Stand → KR Market (KLN-KMT),293,BMTC,"Via Cunningham Road, Kothanuru, Lingarajapura",3,13238
Kalyananagara Bus Stand → Kempegowda International Airport (KLY-KGIA),281-AP,BMTC,"Via Venkatala, Kempegowda International Airport Back Gate, Doddajala",3,4847
Kalyananagara Bus Stand → Maruthi School (KLN-MTS),KLN-UTM,BMTC,Via Kalyananagara,3,8081
Kalyananagara Bus Stand → Narendra Tent Nagawara (KLN-NTKH),KLN-NTKH,BMTC,Via Hennur Junction,3,13338
Kalyananagara Bus Stand → Oasis School (KLN-OASS),KNB-OASIS,BMTC,"Via Hennur Cross, Byrathi Bande",3,7447
Kalyananagara Bus Stand → Shivajinagara Bus Station (KLN-SBS),293,BMTC,"Via Cunningham Road, Kothanuru, Lingarajapura",3,4922
Kalyananagara Bus Stand → Sophiya School (KLN-SPHS),293,BMTC,"Via Cunningham Road, Kothanuru, Lingarajapura",3,13285
Kalyananagara Bus Stand → Yelahanka Old Town (KLN-YLKOT),290-E,BMTC,"Via Coles Park, Kogilu, Nagawara Junction, RK Hegde Nagara",3,7385
Kalyananagara → BDS Nagara (KLN-BDSN),293-N,BMTC,"Via Coles Park, Geddalahalli, Lingarajapura Bridge",3,7287
Kalyananagara → Kempegowda Bus Station (KLN-KBS),293,BMTC,"Via Cunningham Road, Kothanuru, Lingarajapura",3,10589
Kalyananagara → Om Shakthi Temple (KLN-OST),303-G,BMTC,"Via Horamavu, Subbayyanapalya/Ayyappa Temple",3,5278
Kalyananagara → RK Hegde Nagara (KLN-RKH),290-E,BMTC,"Via Coles Park, Kogilu, Nagawara Junction, RK Hegde Nagara",3,7331
Kalyananagara → Shilpa Bakery Horamavu Road (KLN-SBH),KLN-SBH,BMTC,Via Hennur,3,13296
Kalyananagara → Shivajinagara Bus Station (KLN-SBS),302,BMTC,"Via Coles Park, ITC Factory",3,4721
Kalyananagara → Vaddarapalya (Anugraha Meadows) (KLN-VDP),KLN-VDP,BMTC,Via Hennur,3,13292
Kamakya Talkies → BEML Factory (kmk-bemlf),45-G,BMTC,"Via Chamarajapet, Rayan Circle, Seetha Circle",3,12224
Kamakya Talkies → Hebbala Bridge (KMK-HBLB),V-500A,BMTC,"Via Tin Factory, Central Silk Board",3,3963
Kamakya Talkies → Royal Meenakshi Mall BG Road (KMK-RMM),V-BMT13-BSK-RMM,BMTC,"Via Hulimavu Gate, Bilekahalli, Banashankari Bus Station",3,3909
Kamakya Talkies → Shivajinagara Bus Station (KMK-SBS),V-13-D13G,BMTC,KMK-SBS,3,3940
Kamalanagara BEML Layout → Depot-31 Gate (BEMLK-D31G),D31G-KML,BMTC,Via Basaveshwaranagara New Bus Stand,3,7898
Kamalanagara BEML Layout → Kadugodi Bus Station (BEMLKML-KDG),335-G,BMTC,"Via Marathahalli Bridge, Basaveshwaranagara New Bus Stand, Pattandur Agrahara Gate, Kempegowda Bus Station",3,4735
Kamalanagara BEML Layout → Kempegowda Bus Station (BEMLK-KBS),96-B,BMTC,Via Sujatha Talkies,3,1742
Kamalanagara BEML Layout → Kempegowda Bus Station (BEMLK-KBS),96-E,BMTC,Via Harishchandra Ghat,3,9052
Kamalanagara BEML Layout → Shivajinagara Bus Station (BEMLK-SBS),95,BMTC,"Via Modi Hospital, Harishchandra Ghat, Raj Bhavan",3,2808
Kamalanagara BEML Layout → Yeshawanthapura Bus Station (BEMLK-YTTMC),96-B,BMTC,Via Sujatha Talkies,3,7330
Kamalanagara BEML Layout → Yeshawanthapura Bus Station (BEMLKN-YTTMC),96-B,BMTC,Via Sujatha Talkies,3,9041
Kamalanagara → KR Market (KLMN-KMT),96-E-KNR,BMTC,KLMN-KMT,3,9048
Kamanahalli → KR Market (KMH-KMT),323-M,BMTC,"Via Janthagundanahalli, Marathahalli Bridge, Domlur, Varthuru",3,6199
Kamarasanahalli → KR Market (KMSH-KMT),317-N,BMTC,"Via Halasuru, KR Pura Market, Jadigenahalli, Hosakote Govt Hospital",3,5974
Kambipura → KR Market (Kalasipalya) (KBP-KMT),218,BMTC,"Via Sirsi Circle 1, Kengeri Bus Station",3,4102
Kambipura → Kempegowda Bus Station (KBP-KBS),218-A,BMTC,"Via Nayandahalli, Kengeri Bus Station, Mysore Road Bus Station, RR Medical College",3,4094
Kamblipura → KR Market (KBP-KMT),381-E,BMTC,"Via Halasuru, Hasigaala, KR Pura Market, Hosakote Bus Stand (Old)",3,6644
Kamblipura → Kempegowda Bus Station (KBP-KMT-KBS),381-E,BMTC,"Via Halasuru, Hasigaala, KR Pura Market, Hosakote Bus Stand (Old)",3,10177
Kammasandra → KR Market (KMS-KMT),308,BMTC,"Via KR Pura Extension, Halasuru, Bidarahalli School",3,5324
Kammasandra → Kempegowda Bus Station (KMDK-KBS),263-KMS,BMTC,KMDK-KBS,3,13177
Kammasandra → Kempegowda Bus Station (KMS-KBS),308,BMTC,"Via KR Pura Extension, Halasuru, Bidarahalli School",3,5305
Kammasandra → Kempegowda Bus Station (KMSD-KBS),245-MA,BMTC,"Via BMTC Training Centre, Kachohalli Gate, Summanahalli",3,8181
Kammasandra → Kempegowda Bus Station (KMSR-KBS),263-R,BMTC,"Via Yeshawanthapura Bus Station, 8th Mile Dasarahalli, Madanayakanahalli",3,6530
Kanakagiri Horamavu → Bayyappanahalli Metro Station  Back Gate (KNK-BMS),MF-7,BMTC,"Via B Channasandra Bridge(Ramamurthy Nagara Ring Road), Kalkere, Jayanthinagara",3,7691
Kanakagiri Horamavu → Kalyananagara Bus Stand (KNG-KLN),MF-7,BMTC,"Via B Channasandra Bridge(Ramamurthy Nagara Ring Road), Kalkere, Jayanthinagara",3,10967
Kanasawadi → Doddaballapura Bus Stand (KWD-DBP),285-ME,BMTC,"Via Muppadaghatta, Channadevi Agrahara, Aralumallige",3,3727
Kanasawadi → KR Market (KNW-KMT),253-G,BMTC,"Via Yeshawanthapura Bus Station, Hesaraghatta, 8th Mile Dasarahalli",3,4223
Kanasawadi → KR Market (KSW-KMT),285-RB,BMTC,"Via Puttenahalli, Hebbala, NES Office",3,3673
Kanasawadi → KR Market (Kalasipalya) (KNW-KMT),248-Z,BMTC,"Via Bagalagunte, Peenya 2nd Stage, Jalahalli Cross, Vijayanagara, Sunkadakatte, Hesaraghatta",3,4227
Kanasawadi → Kempegowda Bus Station (KNW-KBS),285-RB,BMTC,"Via Puttenahalli, Hebbala, NES Office",3,13527
Kanasawadi → Kempegowda Bus Station (KSW-KBS),253-G,BMTC,"Via Yeshawanthapura Bus Station, Hesaraghatta, 8th Mile Dasarahalli",3,2700
Kanasawadi → Mysore Road Bus Station (KSW-MRBS),248-Z,BMTC,"Via Bagalagunte, Peenya 2nd Stage, Jalahalli Cross, Vijayanagara, Sunkadakatte, Hesaraghatta",3,4219
Kanegowdanahalli → KR Market (KGH-KMT),258-P,BMTC,"Via Kempegowda Bus Station(Majestic/KBS), Nelamangala Bus Station, Yeshawanthapura Bus Station",3,3601
Kanekal → KR Market (KRK-KMT),306-C,BMTC,"Via Hope Farm, Devanagondi, Halasuru",3,4437
Kangovi PVT LTD Kukkanahalli → Kengeri Bus Station (KVP-KGR),502-K,BMTC,"Via Mallathahalli Cross, Jalahalli Cross, Peenya 2nd Stage, Soladevanahalli Police Station, Sunkadakatte",3,11835
Kankenahalli → Kempegowda Bus Station (KKH-KBS),258-VD,BMTC,"Via Nelamangala Bus Station, Yeshawanthapura Bus Station",3,11378
Kannalli → KR Market (Kalasipalya) (KNH-KMT),241-P,BMTC,"Via 1st Cross Magadi Road, Gollarahatti",3,3506
Kannamangala Madhure → Kempegowda Bus Station (KNM-KBS),258-TA,BMTC,"Via Kannamangala Gate, Nelamangala Bus Station, Yeshawanthapura Bus Station, Malleshwara Circle",3,3615
Kannamangala → Depot-47 Gate (KNM-D47G),317-B,BMTC,"Via KR Pura Market, Katamanallur Gate, Halasuru, 10th Cross Lingadhiranahalli",3,10442
Kannamangala → KR Market (KNM-KMT),317-B,BMTC,"Via KR Pura Market, Katamanallur Gate, Halasuru, 10th Cross Lingadhiranahalli",3,5946
Kannamangala → Kadugodi Metro Station (KNM-KDGM),MF-1K,BMTC,Via Seegehalli Gate  Kadugodi,3,11995
Kannamangala → Kempegowda Bus Station (KNM-KBS),317-P,BMTC,"Via Katamanallur Gate, KR Pura Market, Halasuru",3,5977
Kannurahalli → KR Market (KNH-KMT),317-D,BMTC,"Via Hosakote K E B Circle, Halasuru, KR Pura Market",3,5956
Kannuru → KR Market (KNR-KMT),280,BMTC,"Via Kempegowda Bus Station, Mekhri Circle, Kogilu, Bellahalli",3,6640
Kannuru → Shivajinagara Bus Station (KNR-SBS),290-R,BMTC,"Via Nagavara, Bagalur, Kannuru, MG Statue (Chinnaswamy Stadium), Coles Park",3,6918
Kanshiram Nagara → KR Market (KSN-KMT),266-Q,BMTC,"Via MS Palya, Central, Mathikere",3,3973
Kanuvanahalli → KR Market (Kalasipalya) (KVH-KMT),242-TB,BMTC,"Via Sondekoppa, Tavarekere, Sunkadakatte",3,5233
Karahalli Cross → Kempegowda Bus Station (KHC-KBS),298-MH,BMTC,"Via Yelahanka Santhe Circle, Kodalagurki, Hebbala, RM Guttahalli, Devanahalli Old Bus Stand",3,9631
Karekal Cross → Yeshawanthapura Bus Station (KRC-YTTMC),258,BMTC,"Via Jalahalli Cross, Kempegowda Bus Station, Yeshawanthapura Bus Station",3,7618
Karekalpalya → Depot-35 Gate (KKP-D35G),242-JK,BMTC,"Via 1st Cross Magadi Road, Tavarekere, Sunkadakatte",3,4314
Karekalpalya → KR Market (Kalasipalya) (KKP-KMT),242-JK,BMTC,"Via 1st Cross Magadi Road, Tavarekere, Sunkadakatte",3,4312
Karenahalli → KR Market (Kalasipalya) (KRNH-KMT),211-E,BMTC,Via nan,3,3291
Karenahalli → KR Market (Kalasipalya) (KRNHL-KMT),226-K,BMTC,Via Kengeri Bus Station,3,3254
Kariyanapalya → Kempegowda Bus Station (KRYP-KBS),210-W,BMTC,"Via KR Market, Uttarahalli",3,2153
Karlapura → KR Market (KPR-KMT),251-M,BMTC,"Via Chikka Banavara, Yeshawanthapura Bus Station, 8th Mile Dasarahalli",3,4573
Karlapura → Kempegowda Bus Station (KLP-KBS),251-M,BMTC,"Via Chikka Banavara, Yeshawanthapura Bus Station, 8th Mile Dasarahalli",3,5130
Karnataka Slum Board Development Apartment → Kempegowda Bus Station (KSBDA-KBS),346-CK,BMTC,"Via Bommanahalli, Hosa Road, Shanthinagara Bus Station",3,10217
Karpura → KR Market (Kalasipalya) (KRPR-KMT),356-B,BMTC,"Via Madivala, Electronic City, Chandapura KEB, Marasur Gate",3,9142
Karubele → Basavanagara Kengeri (KRB-BSN),224-C,BMTC,Via Kengeri Bus Station,3,10651
Karubele → Depot-12 Gate (KRBL-D12G),224 D12-KRBL,BMTC,Via Gollahallii Road Junction,3,10790
Karubele → KR Market (Kalasipalya) (KRBL-KMT),224,BMTC,Via Kengeri Bus Station,3,2056
Karubele → Kempegowda Bus Station (KBL-KBS),224-C,BMTC,Via Kengeri Bus Station,3,2060
Karubele → Yeshawanthapura Bus Station (KRB-YTTMC),401-M,BMTC,KRB-YTTMC,3,10641
Kasaghatta → Kempegowda Bus Station (KSGT-KBS),258-T,BMTC,"Via Yeshawanthapura Bus Station, Kannamangala Madhure, Malleshwara Circle, Nelamangala Bus Station",3,3574
Kasaghattapura → Dasanapura (KGT-DSP),254-A,BMTC,"Via 8th Mile Dasarahalli, Chikka Banavara, Yeshawanthapura Bus Station",3,5794
Kasaghattapura → KR Market (Kalasipalya) (KGPR-KMT),254-A,BMTC,"Via 8th Mile Dasarahalli, Chikka Banavara, Yeshawanthapura Bus Station",3,4777
Kasavanahalli → Electronic City (KSVNH-ECITY),ELC-PESK,BMTC,"Via Choodasandra Circle, Hosa Road",3,9272
Kasuvinakunte → Kempegowda Bus Station (KSVNKT-KBS),365-EA,BMTC,Via Bannerughatta Circle,3,1805
Katamana Doddy → KR Market (Kalasipalya) (KTMD-KMT),226-Y,BMTC,"Via Kengeri Bus Station, Bidadi",3,2305
Kattalepalya → KR Market (Kalasipalya) (KTLP-KMT),211-Q,BMTC,"Via Kaggalipura, Banashankari, Nelaguli, Somanahalli Gate",3,3349
Kattigenahalli → KR Market (KTG-KMT),317-YA,BMTC,"Via Hosakote Govt Hospital, Jadigenahalli, Tin Factory, Halasuru",3,6019
Kattigenahalli → KR Market (KTH-KMT),305-N,BMTC,"Via Halasuru, Makanahalli, Hope Farm",3,5503
Kattigenahalli → Shivajinagara Bus Station (KTH-SBS),305-K,BMTC,"Via Hope Farm, Halasuru, Makanahalli",3,5470
Kattigenahalli → Swamy Vivekananda Metro Station (KTH-SVS),317-YK,BMTC,"Via KR Pura Market, Jinnagara, Honachenahalli, Hosakote K E B Circle",3,10077
Kattu Gollahalli → KR Market (KTGH-KMT),316-J,BMTC,"Via KR Pura Market, Budigere Cross, Halasuru",3,5904
Kattu Gollahalli → Kempegowda Bus Station (KTGH-KBS),316-J,BMTC,"Via KR Pura Market, Budigere Cross, Halasuru",3,5907
Kaval Byrasandra → BCC Layout (KVLBS-BCCILO),176-E,BMTC,"Via RTN Post Office, 6th Block Rajajinagara, Harishchandra Ghat, Vaiyalikaval Police Station, Vijayanagara Garage",3,3128
Kaval Byrasandra → Chandra Layout (KVB-CLO),176,BMTC,"Via Malleshwara Circle, Vijayanagara, ESI Hospital Rajajinagara",3,2734
Kaval Byrasandra → Christal House Learning School (KVB-CHLS),290,BMTC,"Via Muslim Colony, Nagavara, Vasantha Nagara",3,8686
Kaval Byrasandra → Deepanjalinagara (KBR-DPN),176-E,BMTC,"Via RTN Post Office, 6th Block Rajajinagara, Harishchandra Ghat, Vaiyalikaval Police Station, Vijayanagara Garage",3,10818
Kaval Byrasandra → Hampinagara RPC Layout (KVB-RPCLO),176,BMTC,"Via Malleshwara Circle, Vijayanagara, ESI Hospital Rajajinagara",3,2726
Kaval Byrasandra → KHB Colony (KVB-KHBC),180,BMTC,Via Yeshawanthapura Bus Station,3,2743
Kaval Byrasandra → KR Market (KVB-KMT),111,BMTC,"Via Maharani College, Munireddy Palya J C Nagara",3,2740
Kaval Byrasandra → Kempegowda Bus Station (KVB-KBS),111-C,BMTC,"Via Munireddy Palya J C Nagara, Maharani College",3,2742
Kaval Byrasandra → Mysore Road Bus Station (KVB-MRBS),176-A,BMTC,"Via Vijayanagara, ESI Hospital Rajajinagara",3,2738
Kaval Byrasandra → Mysore Road Bus Station (KVB-MRBS),K-2A,BMTC,"Via Hebbala, Yeshawanthapura Bus Station, Vijayanagara, Bhoopasandra",3,8655
Kaval Byrasandra → Neelasandra Rose Garden (KVLBS-NRG),144-K,BMTC,"Via RT Nagara Police Station, Matadahalli, Mayohall, Shivajinagara Bus Station",3,1779
Kaval Byrasandra → Shivajinagara Bus Station (KVBS-SBS),112-A,BMTC,"Via Munireddy Palya J C Nagara, Cunningham Road",3,2758
Kaval Byrasandra → Shivajinagara Bus Station (KVL-SBS),112,BMTC,"Via Rahamathnagara, Dinnur Main Road",3,1771
Kempadyapanahalli → KR Market (Kalasipalya) (KDH-KMT),231-G,BMTC,Via Kengeri Bus Station,3,2514
Kempaiahnapalya → KR Market (Kalasipalya) (KMP-KMT),213-D,BMTC,"Via Banashankari, Vaderahalli, Thalagattapura, Byramangala, Bolare, Kaggalipura",3,3409
Kempaiahnapalya → Kempegowda Bus Station (KMP-KBS),226-NA,BMTC,Via Kengeri Bus Station,3,2137
Kempalingapura → KR Market (KLP-KMT),298-C,BMTC,"Via Hebbala, Kempegowda Bus Station(Majestic/KBS), Kannamangalapalya, Yelahanka Santhe Circle",3,9485
Kempapura Agarahara → Chandra Layout (KPA-CLO),55-B,BMTC,Via Sirsi Circle,3,13543
Kempapura Agarahara → KR Market (KMPA-KMT),55-B,BMTC,Via Sirsi Circle,3,6980
Kempapura → KR Market (Kalasipalya) (KMPR-KMT),254-D,BMTC,"Via 8th Mile Dasarahalli, Yeshawanthapura Bus Station, Chikka Banavara",3,4784
Kempapura → KR Market (Kalasipalya) (KMPR-KMT),254-E,BMTC,"Via Yeshawanthapura Bus Station, 8th Mile Dasarahalli, Chikka Banavara",3,4786
Kempapura → Kempegowda Bus Station (KMP-KBS),254-D,BMTC,"Via 8th Mile Dasarahalli, Yeshawanthapura Bus Station, Chikka Banavara",3,5812
Kempapura → Kempegowda Bus Station (KNP-KBS),254-E-KMP,BMTC,KNP-KBS,3,13263
Kempegowda Bus Station → 2nd Stage Kanteeravanagara (KBS-2SKTN),80-E,BMTC,"Via Mahalakshmi Layout Entrance, Rajajinagara Entrance",3,7950
Kempegowda Bus Station → 2nd stage Kuvempunagara (KBS-2KVP),271-B,BMTC,"Via Mathikere, BEL Circle, Malleshwara Circle",3,8871
Kempegowda Bus Station → 5th Block HBR Layout (KBS-5BHBRL),296,BMTC,"Via CSI Hospital, Lingarajapura",3,4946
Kempegowda Bus Station → 5th Block HBR Layout (KBS-HBRL5B),296-B,BMTC,"Via Hennur Cross, Lingarajapura Bridge, Coles Park",3,8982
Kempegowda Bus Station → 5th Phase Yelahanka New Town (KBS-VSD-YSTF),402-D,BMTC,"Via Yalahanka Satellite Town, Hebbala, NES Office",3,2020
Kempegowda Bus Station → 5th Phase Yelahanka New Town (KBS-YSTF),402-B,BMTC,"Via Yalahanka Satellite Town, NES Office, RM Guttahalli, Hebbala",3,2232
Kempegowda Bus Station → 9th Block Jayanagara (40th Cross) (KBS-JNN),18,BMTC,"Via Jayanagara 4th Block, Lalbagh Main Gate",3,1886
Kempegowda Bus Station → AECS Layout Singasandra (KBS-AECSLS),347-N,BMTC,"Via Madivala, Bommanahalli, Wilson Garden Police Station",3,6642
Kempegowda Bus Station → AGS Layout (KBS-AGSLO),234-F,BMTC,"Via MG Statue (Chinnaswamy Stadium), KR Market",3,9068
Kempegowda Bus Station → AGS Layout Arehalli (KBS-AGSLA),45-D,BMTC,"Via KR Market, Ittamadu, Nirmala Store",3,3091
Kempegowda Bus Station → Abbaiah Layout (KBS-ABH),314-X,BMTC,"Via Halasuru, BEML Gate, Malleshpalya New Bus Station(Vignananagar)",3,5822
Kempegowda Bus Station → Abbigere (KBS-ABG),271-A,BMTC,"Via Kammagondanahalli Rama Temple, Kammagondanahalli Bridge, Mathikere, Gangamma Circle",3,7266
Kempegowda Bus Station → Abbigere (KBS-ABG),273-B,BMTC,"Via Malleshwara Circle, Kammagonda‌nahalli Bridge, Mathikere",3,8915
Kempegowda Bus Station → Abbigere (KBS-ABGR),271-A,BMTC,"Via Kammagondanahalli Rama Temple, Kammagondanahalli Bridge, Mathikere, Gangamma Circle",3,7263
Kempegowda Bus Station → Adarshanagara Water Tank (KBS-VSD-ASDW),258-N,BMTC,"Via Jalahalli Cross, Mekhri Circle, Yeshawanthapura Bus Station",3,6428
Kempegowda Bus Station → Adigondanahalli (KBS-ADGH),359-A,BMTC,"Via Electronic City, Guddahatti, Madivala, Shanthinagara Bus Station",3,9051
Kempegowda Bus Station → Agara (KBS-AGR),212-D,BMTC,"Via Thalagattapura, KR Market, Banashankari",3,3388
Kempegowda Bus Station → Aluru BDA 2nd Stage (KBS-ALRB2),255-AE,BMTC,"Via Yeshawanthapura Bus Station, Jalahalli Cross, Makali",3,7609
Kempegowda Bus Station → Aluru BDA 2nd Stage (KBS-VSD-ALRB2),255AE,BMTC,KBS-VSD-ALRB2,3,7622
Kempegowda Bus Station → Alurupalya (KBS-ARPY),257-E,BMTC,"Via Madanayakanahalli, 8th Mile Dasarahalli, Yeshawanthapura Bus Station",3,6124
Kempegowda Bus Station → Amarajyothi Badavane (KBS-AJB),415-H,BMTC,"Via Hebbala Bridge, Mekhri Circle, Thanisandra, Nagawara Junction",3,7107
Kempegowda Bus Station → Ambedkar Institute of Technology (KBS-AIT),238-U,BMTC,Via Nagarabhavi Circle,3,10718
Kempegowda Bus Station → Anagalipura (KBS-AGP),295-B,BMTC,"Via Kothanuru, Lingarajapura Bridge, Coles Park",3,9011
Kempegowda Bus Station → Anekal (KBS-ANK),356-M,BMTC,"Via Lalbagh Main Gate, Madivala, Chandapura KEB",3,1712
Kempegowda Bus Station → Anekal (KBS-ANKL),365-P,BMTC,"Via Bannerughatta Circle, Jigani APC Circle",3,1800
Kempegowda Bus Station → Anekal (KBS-ANKL),V-356M,BMTC,"Via Lalbagh Main Gate, Chandapura",3,3893
Kempegowda Bus Station → Anjanapura (KBS-AJP),215-ND,BMTC,"Via Banashankari, Avalahalli",3,4240
Kempegowda Bus Station → Anjanapura (KBS-ANP),215-N,BMTC,"Via Basavanagudi Police Station, KR Market, Konanakunte Cross",3,4339
Kempegowda Bus Station → Anjanapura 10th Block (KBS-AJP10),215-NC,BMTC,"Via Banashankari Bus Station, Anjanapura, KR Market",3,4337
Kempegowda Bus Station → Anjanapura 10th Block (KBS-D44G),215,BMTC,"Via Banashankari, Anjanapura",3,8118
Kempegowda Bus Station → Annapoorneshwarinagara (KBS-ANP),246,BMTC,"Via Sunkadakatte, Kamakshipalya, 1st Cross Magadi Road, Srigandhada Kaval",3,8847
