route_long_name,route_short_name,agency_id,route_desc,route_type,route_id
Attibele Bus Stand → Devanagondi (ATB-DVG),606,BMTC,"Via Dodda Dunnasandra Cross, Dommasandra Circle, Channasandra, Hope Farm, Gunjuru, Sarjapura",3,6959
Attibele Bus Stand → Devanahalli Old Bus Stand (ATB-DVH),328-HG,BMTC,"Via Sarjapura, Budigere, Gunjuru, Hope Farm, Dommasandra",3,3051
Attibele Bus Stand → Electronic City (ATB-ELC),399-D,BMTC,"Via Kammasandra Gate, Ramasagara",3,9410
Attibele Bus Stand → Halasuru (ATB-HLS),328-HB,BMTC,ATB-HLS,3,5302
Attibele Bus Stand → Head Start School Kommasandra (ATB-SJP-HSS),328-H,BMTC,"Via Sarjapura, Kadugodi Bridge, Dommasandra",3,9081
Attibele Bus Stand → Hebbala Bridge (ATB-HBL),V-500DH,BMTC,"Via Central Silk Board, Multiplex Marathahalli, Tin Factory",3,3991
Attibele Bus Stand → Hosakote Bus Stand (Old) (ATB-HSK),328-H,BMTC,"Via Sarjapura, Kadugodi Bridge, Dommasandra",3,3054
Attibele Bus Stand → Hosakote Bus Stand (Old) (ATB-HSK),V-328H,BMTC,"Via Kadugodi Bus Station, Varthuru, Sarjapura, Exide Gate",3,12238
Attibele Bus Stand → ISRO Layout (ATB-ISRLO),600-G,BMTC,"Via Kumaraswamy Layout, Banashankari Bus Station, Kuvempunagara Bus Station(BTM Layout), Electronic City",3,6723
Attibele Bus Stand → Jalahalli Cross (ATB-JHC),MF-410A,BMTC,"Via Peenya 2nd stage, Vijayanagara Garage, Chandapura, Banashankari Bus Station, Bommanahalli, Sunkadakatte",3,5499
Attibele Bus Stand → KR Market (ATB-KMT),327-C,BMTC,Via Sarjapura Circle,3,1813
Attibele Bus Stand → KR Market (Kalasipalya) (ATB-KMT),360,BMTC,"Via Electronic City, Lakkasandra, Bommanahalli, Madivala, Chandapura",3,4905
Attibele Bus Stand → Kadugodi Bus Station (ATB-KDG),328-HA,BMTC,"Via Janthagundanahalli, Bidaraguppe, Hope Farm, Varthuru, Kere Devasthana",3,6395
Attibele Bus Stand → Kadugodi Bus Station (ATB-KDG),328-HK,BMTC,"Via Sarjapura, Hope Farm, Varthur kodi, Dommasandra",3,9870
Attibele Bus Stand → Kadugodi Bus Station (ATB-KDG),500-F,BMTC,"Via Marathahalli Bridge, Graphite India",3,10207
Attibele Bus Stand → Kadugodi Bus Station (ATB-KDG),V-328HK,BMTC,"Via Sarjapura Circle, Varthur Kodi, Dommasandra",3,13425
Attibele Bus Stand → Kadugodi Bus Station (ATB-KDG),V-500F,BMTC,"Via Marathahalli Bridge, Agara Junction",3,12282
Attibele Bus Stand → Kadugodi Bus Station (ATB-KDG),V-505,BMTC,ATB-KDG,3,13103
Attibele Bus Stand → Kaggalipura (ATB-KGP),398-B,BMTC,"Via Gulakamale, Byatarayana Doddy Cross, Bannerughatta Circle, OMEX Circle, Jigani Bus Stand",3,6767
Attibele Bus Stand → Kempegowda Bus Station (ATB-KBS),360-K,BMTC,"Via Chandapura, Madivala, Bommanahalli, Lalbagh Main Gate",3,4940
Attibele Bus Stand → Kempegowda Bus Station (ATB-KBS),360-K Fly,BMTC,ATB-KBS,3,12199
Attibele Bus Stand → Kempegowda Bus Station (ATB-KBS),KBS-3A,BMTC,Via Electronic City,3,1665
Attibele Bus Stand → Kempegowda Bus Station (ATB-KBS),KBS-3A FLY,BMTC,Via Bommanahalli Fly Over,3,1852
Attibele Bus Stand → Kempegowda Bus Station (ATB-KBS),KBS-3F,BMTC,"Via Chandapura, Wilson Garden Police Station, Electronic City",3,4917
Attibele Bus Stand → Kempegowda Bus Station (ATB-KBS),V-360B,BMTC,"Via Electronic City, Chandapura, Madivala, Bommanahalli",3,1858
Attibele Bus Stand → Koramangala Bus Station (ATB-KRM),360,BMTC,"Via Electronic City, Lakkasandra, Bommanahalli, Madivala, Chandapura",3,10550
Attibele Bus Stand → Koramangala Bus Station (ATB-KRM),360-K,BMTC,"Via Chandapura, Madivala, Bommanahalli, Lalbagh Main Gate",3,12512
Attibele Bus Stand → Koramangala Bus Station (ATB-KRM),600-F,BMTC,"Via Chandapura, Electronic City, Central Silk Board",3,5016
Attibele Bus Stand → Koramangala Bus Station (ATB-KRM),KBS-3A,BMTC,Via Electronic City,3,2594
Attibele Bus Stand → Kranthiveera Sangolli Rayanna Railway Station (ATB-KSR),360-K,BMTC,"Via Chandapura, Madivala, Bommanahalli, Lalbagh Main Gate",3,5594
Attibele Bus Stand → Shahi Exports PVT Ltd Unit-7 (ATB-SEPB),500-DH,BMTC,"Via Marathahalli Bridge, Central Silk Board, Tin Factory, Agara Junction, Chandapura",3,9867
Attibele Bus Stand → Shivajinagara Bus Station (ATB-SBS),360-G,BMTC,"Via Hebbagodi, Anepalya, Bommanahalli",3,2101
Attibele Bus Stand → Surya Nagara (ATB-SRN),360,BMTC,"Via Electronic City, Lakkasandra, Bommanahalli, Madivala, Chandapura",3,2592
Attibele Bus Stand → Valley School Kanakapura Road (ATB-VSK),600-F,BMTC,"Via Chandapura, Electronic City, Central Silk Board",3,9700
Attibele Bus Stand → Vijayanagara Garage (ATB-VTTMC),600-FD,BMTC,"Via Central Silk Board, Electronic City",3,2151
Atturu Layout → Shivajinagara Bus Station (ATR-SBS),290-G,BMTC,"Via Nagavara, Thanisandra, Coles Park",3,11993
Atturu → Depot-45 Gate (ATR-D45),D45-ATR,BMTC,Via Chikka Bettahalli,3,13799
Atturu → KR Market (ATR-KMT),402-A,BMTC,"Via Yalahanka Satellite Town, Kempegowda Bus Station, RM Guttahalli, NES Office",3,2648
Atturu → Puttenahalli (ATR-PTH),ATR-PTH,BMTC,Via Atturu Layout,3,2649
Atturu → Shivajinagara Bus Station (ATR-SBS),404-C,BMTC,"Via NES Office, Yalahanka Satellite Town, Hebbala",3,2448
Avalahalli BDA Layout → KR Market (Kalasipalya) (ABDALO-KMT),215-B,BMTC,"Via Avalahalli, Konanakunte Cross, Banashankari",3,3430
Avalahalli BDA Layout → Kempegowda Bus Station (ABDA-KBS),215-B,BMTC,"Via Avalahalli, Konanakunte Cross, Banashankari",3,8257
Avalahalli BDA Park Girinagara → Attibele Bus Stand (ALH-ATB),KBS-3A,BMTC,Via Electronic City,3,6174
Avalahalli BDA Park Girinagara → Kempegowda Bus Station (AHBDA-KBS),36-A,BMTC,"Via Nagendra Block, Ramakrishna Ashrama, KR Market",3,3834
Avalahalli BDA Park Girinagara → Kempegowda Bus Station (AVHBDA-KBS),10-J,BMTC,Via Super Talkies (Cottonpet Hospital),3,3867
Avalahalli New BDA Layout → Kempegowda Bus Station (AVLBDA-KBS),36-G,BMTC,"Via KR Market, Ramakrishna Ashrama, Nagendra Block",3,1849
Avaragere → Depot-36 Gate (AVG-D36G),231-A,BMTC,"Via Hejjala, Kengeri Bus Station",3,10570
Avaragere → Kempegowda Bus Station (AVG-KBS),226-N,BMTC,Via Kengeri Bus Station,3,2262
Avarehalli → BEML Layout 5th stage (AVRH-BEML5),227-W-AVH,BMTC,AVRH-BEML5,3,2502
Averahalli → Depot-35 Gate (AVH-D35G),245-K,BMTC,"Via Sunkadakatte, KHB Colony, Kittanahalli, Kadabagere Cross",3,8162
Averahalli → KR Market (Kalasipalya) (AVRH-KMT),245-F,BMTC,"Via Kadabagere Cross, Gollarahatti, Sunkadakatte",3,6759
Averahalli → Kempegowda Bus Station (AVH-KBS),245-K,BMTC,"Via Sunkadakatte, KHB Colony, Kittanahalli, Kadabagere Cross",3,6622
Ayyappa Nagara Muneshwara Temple Sadaramangala → Shivajinagara Bus Station (AYP-SBS),311-E,BMTC,"Via KR Pura Market, Tin Factory, Halasuru",3,7241
B Channasandra Bridge(Ramamurthy Nagara Ring Road) → Bayyappanahalli Metro Station  Back Gate (RMN-BBGM),MF-2,BMTC,Via Benniganahalli Bridge,3,13982
B Channasandra Bridge(Ramamurthy Nagara Ring Road) → Depot-24 Gate (BCRB-D24G),301-T,BMTC,"Via TC Palya, Kalkere Cross",3,10999
B Channasandra Bridge(Ramamurthy Nagara Ring Road) → TC Palya (BCND-TCP),301-T,BMTC,"Via TC Palya, Kalkere Cross",3,7208
B Nagasandra → KR Market (BNGS-KMT),334-B,BMTC,Via Domlur,3,2176
BCC Layout → Kaval Byrasandra (BBILO-KVLBS),176-E,BMTC,"Via RTN Post Office, 6th Block Rajajinagara, Harishchandra Ghat, Vaiyalikaval Police Station, Vijayanagara Garage",3,3127
BCC Layout → Shivajinagara Bus Station (BCCL-SBS),63,BMTC,"Via Navarang Theatre, Vijayanagara, Shivananda Store",3,7100
BCMC Layout Raghuvanahalli → KR Market (Kalasipalya) (BCMCL-KMT),215-BA,BMTC,"Via Avalahalli, Banashankari, Sowdamini Kalyana Mantapa",3,4198
BCMC Layout Raghuvanahalli → Kempegowda Bus Station (BCMCL-KBS),211-L,BMTC,"Via Raghuvanahalli Cross, KR Market, Banashankari",3,3335
BDA Complex HSR Layout → Attibele Bus Stand (BDAHSRL-ATB),KBS-3A,BMTC,Via Electronic City,3,1789
BDA Complex HSR Layout → Depot-38 Gate (HSRBDA-D38G),356-CW,BMTC,Via Bommanahalli,3,11512
BDA Complex HSR Layout → Electronic City Wipro Main Gate (BDAHSRL-ELCW),356-CW UFLY,BMTC,"Via Singasandra, Bommanahalli",3,1787
BDA Complex HSR Layout → Electronic City Wipro Main Gate (HSRBDA-ELCW),356-CW,BMTC,Via Bommanahalli,3,1816
BDA Complex HSR Layout → Kempegowda International Airport (HSRBDA-KIA),KIA-7A,BMTC,"Via Shivajinagara Bus Station, Jakkasandra, Hebbala, Mekhri Circle, Sony World 100ft Road  Koramangala",3,3953
BDA Flats Kommaghatta → KR Market (Kalasipalya) (KBDA-KMT),222,BMTC,Via Kengeri Bus Station,3,4471
BEL Circle → BEML Layout 5th stage (BELC-BEML5),401-RC,BMTC,"Via Mathikere, Yeshawanthapura Bus Station, Vijayanagara Garage, Govt Soap Factory, Rajarajeshwari nagara Gate, RR Temple",3,6348
BEL Circle → Banashankari Bus Station (BEL-BSK),500-BC,BMTC,"Via Marathahalli Bridge, Hebbala Bridge, Tin Factory",3,3042
BEL Circle → Central Silk Board (BELC-CSB),V-500BC,BMTC,"Via Tin Factory, Agara Junction, Hebbala Bridge, Marathahalli Bridge",3,10271
BEL Circle → Electronic City Wipro Main Gate (BELC-ELCW),500-DM,BMTC,"Via Hebbala Bridge, Tin Factory, Central Silk Board",3,5486
BEL Circle → Jalahalli Cross (BELC-JHC),MF-23B,BMTC,"Via Kere Guddadahalli, Gangamma Circle",3,12316
BEL Circle → KR Pura Railway Station (BEL-KRPRS),500-QB,BMTC,"Via Hebbala Bridge, Tin Factory",3,8527
BEL Circle → Kadugodi Bus Station (BELC-KDG),V-500QK,BMTC,"Via Tin Factory, Hebbala Bridge, Hoodi",3,10320
BEL Circle → Kuvempunagara Bus station (BTM Layout) (BEL-BTM),500-BC,BMTC,"Via Marathahalli Bridge, Hebbala Bridge, Tin Factory",3,13498
BEL Circle → Munnekolalu (BEL-MKL),500-D,BMTC,"Via Tin Factory, Kadubisanahalli, Agara Junction",3,11697
BEL Circle → Oasis School (BEL-OASIS),OASIS-BEL,BMTC,BEL-OASIS,3,14147
BEL Factory → Banashankari Bus Station (BELF-BSK),500-A,BMTC,"Via Agara Junction, Tin Factory, Hennur Junction",3,11692
BEL Factory → Banashankari Bus Station (BELF-BSK),501-A,BMTC,"Via Summanahalli, Nayandahalli, BEL Circle, Kengeri Bus Station",3,13041
BEL Factory → Kempegowda Bus Station (BELF-KBS),276,BMTC,"Via CPRI Quarters, BEL Circle, Malleshwara Circle",3,9321
BEL Factory → Krishnaraja Pura Govt Hospital (BELF-KRPGH),500-Q,BMTC,"Via Tin Factory, Mathikere, Hebbala Bridge",3,13337
BEL Factory → Nelamangala Bus Station (BELF-NMG),258-CB-YTTMC-BEL,BMTC,BELF-NMG,3,7621
BEL Factory → Shivajinagara Bus Station (BELF-SBS),276-A,BMTC,"Via MS Ramaiah Hospital, Nanjappa Circle",3,13008
BEL Factory → Tavarekere (BELF-TVK),242-B,BMTC,"Via Okalipura, Sunkadakatte, Gollarahatti",3,10061
BEL Layout Dasanapura → Nelamangala Bus Station (BEL LT-NMG),258-CB,BMTC,BEL LT-NMG,3,10741
BEL Layout Dasanapura → Nelamangala Bus Station (BELT-NLM),255-B,BMTC,"Via 8th Mile Dasarahalli, Yeshawanthapura Bus Station, Madanayakanahalli",3,7723
BEML Factory → Hosakote Bus Stand (Old) (BEMLF-HSK),KBS-12HK,BMTC,"Via Mayohall, Tin Factory, Budigere Cross",3,13580
BEML Factory → Kamakya Talkies (BEMLF-KMK),45-G,BMTC,"Via Chamarajapet, Rayan Circle, Seetha Circle",3,12225
BEML Gate → Central Silk Board (BEML-CSB),500,BMTC,"Via Kengeri Bus Station, Tin Factory, Goraguntepalya, Kalamandira  Marathahalli Bridge",3,8855
BEML Gate → Kengeri Bus Station (BEMLG-KBS-KGR),375-D,BMTC,BEMLG-KBS-KGR,3,9010
BEML Layout 5th stage → Attibele Bus Stand (BEML5-ATB),600-F,BMTC,"Via Chandapura, Electronic City, Central Silk Board",3,4908
BEML Layout 5th stage → Avarehalli (BEML5-AVRH),227-W,BMTC,"Via Kengeri Bus Station, Ramohalli",3,2500
BEML Layout 5th stage → BEL Circle (BEML5-BELC),401-RC,BMTC,"Via Mathikere, Yeshawanthapura Bus Station, Vijayanagara Garage, Govt Soap Factory, Rajarajeshwari nagara Gate, RR Temple",3,6351
BEML Layout 5th stage → BHEL Concord Layout (BEML5-BHELCLO),225-D,BMTC,Via Halage Vaderahalli,3,2218
BEML Layout 5th stage → Banashankari Bus Station (BEML5S-BSK),BEML5TS-BSK,BMTC,"Via Kadirenahalli Cross, Channasandra, Uttarahalli",3,12289
BEML Layout 5th stage → Bangarappa Nagara (BEML5-BGPN),225-G,BMTC,"Via Rajarajeshwari nagara Gate, Devadiga Soudha",3,2222
BEML Layout 5th stage → CK Thandya (BEML5-CKT),227-T,BMTC,Via Kengeri Bus Station,3,2462
BEML Layout 5th stage → Chandapura (BEML5-CPR),600-F,BMTC,"Via Chandapura, Electronic City, Central Silk Board",3,5120
BEML Layout 5th stage → Chandra Layout (BEML5-CLO),225-C,BMTC,Via BEML Complex,3,8805
BEML Layout 5th stage → Darshan Farm (BEML5-DRF),225-CC,BMTC,Via Rajarajeshwari nagara Gate,3,2214
BEML Layout 5th stage → Depot-45 Gate (BEML5-D45G),401-RC,BMTC,"Via Mathikere, Yeshawanthapura Bus Station, Vijayanagara Garage, Govt Soap Factory, Rajarajeshwari nagara Gate, RR Temple",3,6359
BEML Layout 5th stage → Electronic City Wipro Main Gate (NICE),NICE-5,BMTC,Via NICE Road Veerabhadranagara,3,4921
BEML Layout 5th stage → Jigani APC Circle (BEML5-JGNAPC),600-FC,BMTC,"Via Yarandahalli, Electronic City, Bommasandra",3,4960
BEML Layout 5th stage → Jnanakshi Layout (BEML5-JNKLO),225-C,BMTC,Via BEML Complex,3,10100
BEML Layout 5th stage → Jnanakshi Vidyaniketan School (BEML5-JNSVS),225-C,BMTC,Via BEML Complex,3,12071
BEML Layout 5th stage → KR Market (Kalasipalya) (BEML5-KMT),225-B,BMTC,"Via Nimishamba Temple, BEML Complex",3,2071
BEML Layout 5th stage → Kadugodi Bus Station (BEML5-KDG),335-S,BMTC,"Via Marathahalli Bridge, Nayandahalli, Kempegowda Bus Station",3,7025
BEML Layout 5th stage → Kadugodi Bus Station (BEML5-KDG),500-CA,BMTC,"Via Marathahalli Bridge, Central Silk Board, Graphite India",3,4989
BEML Layout 5th stage → Kambipura (BEMLL5S-KBP),BEML5-KMB,BMTC,"Via Anchepalya, Channasandra",3,4307
BEML Layout 5th stage → Kempegowda Bus Station (BEML-KMT-KBS),225-C FLY,BMTC,Via KR Market Flyover,3,2211
BEML Layout 5th stage → Kempegowda Bus Station (BEML5-KBS),210-WA,BMTC,"Via KR Market, Chikkallasandra Aralimara, Chamarajapet, NR Colony",3,4382
BEML Layout 5th stage → Kempegowda Bus Station (BEML5-KBS),225-C,BMTC,Via BEML Complex,3,2073
BEML Layout 5th stage → Kempegowda Bus Station (BEML5-KBS),225-CA,BMTC,"Via KR Market, BEML Complex",3,2075
BEML Layout 5th stage → Kempegowda Bus Station (BEML5-KBS),225-J,BMTC,"Via Rajarajeshwari nagara Gate, Shanmukha Temple",3,7738
BEML Layout 5th stage → Kempegowda Bus Station (BEML5TS-KBS),210-N,BMTC,"Via KR Market, Padmanabha Nagara, NR Colony",3,12287
BEML Layout 5th stage → Kempegowda Bus Station (BEMLLO-KMT-KBS),225-C,BMTC,Via BEML Complex,3,13144
BEML Layout 5th stage → Kempegowda International Airport (BEML5-KIA),KIA-17,BMTC,"Via RR Temple, Nagarabhavi Circle, Alisda",3,8638
BEML Layout 5th stage → Kengeri Bus Station (BEML5-KGR),KGRTTMC-BEML5,BMTC,Via Channasandra,3,10899
BEML Layout 5th stage → Mayasandra (BEML5-MYS),227-A,BMTC,"Via Kengeri Bus Station, Ramohalli",3,2395
BEML Layout 5th stage → Shirke KHB Quarters (BEML5-KHBQ),BEML5-KHBQ,BMTC,Via Kengeri Bus Station,3,8828
BEML Layout 5th stage → Shobha Hills View Apartment (BEML5-SHVA),212-C,BMTC,"Via Thalagattapura, Banashankari",3,11758
BEML Layout 5th stage → Vidhana Soudha (BEML5-VSD),225-C,BMTC,Via BEML Complex,3,2210
BEML Layout 5th stage → Yelahanka Old Town (BEML5-YHK),401-R,BMTC,"Via Nayandahalli, Vidyaranyapura, Vijayanagara, Yeshawanthapura Bus Station",3,2456
BEML Layout 5th stage → Yeshawanthapura Bus Station (BEML5-YTTMC),401-MN,BMTC,"Via Shirke KHB Quarters, Uttarahalli, Kengeri Bus Station, Goraguntepalya, Channasandra, Summanahalli",3,6337
BEML Layout 5th stage → Yeshawanthapura Railway Station (BEML5-YPRS),401-RC,BMTC,"Via Mathikere, Yeshawanthapura Bus Station, Vijayanagara Garage, Govt Soap Factory, Rajarajeshwari nagara Gate, RR Temple",3,6372
BHEL Concord Layout → Kempegowda Bus Station (BHELCLO-KBS),225-D-BHELCL,BMTC,BHELCLO-KBS,3,2081
BHEL Layout Maramma Temple → Jnanakshi Layout (BHELMT-JNKLO),225-K,BMTC,"Via Halage Vaderahalli, Rajarajeshwari nagara Gate",3,10950
BHEL Layout Water Tank → Kempegowda Bus Station (BHELLOWT-KBS),225-CB,BMTC,"Via BEML Complex, Rajarajeshwari nagara Gate",3,2077
BMSIT College Campous Yelahanka → Central Silk Board (BMSIT-CSB),500-D,BMTC,"Via Tin Factory, Kadubisanahalli, Agara Junction",3,11256
BMSIT College Campous Yelahanka → Kempegowda Bus Station (BMSITY-KBS),285-M-BMSIT,BMTC,BMSITY-KBS,3,1840
BMSIT College Campous Yelahanka → Yelahanka Old Town (BMSITY-YHKOT),285,BMTC,"Via Hebbala, NES Office, Rajanukunte, Kempegowda Bus Station",3,5681
BMTC Training Centre → KR Market (Kalasipalya) (BMTCTC-KMT),245-DA,BMTC,"Via Kadabagere Cross, Gollarahatti, BMTC Training Centre, Sri Kamadhenu Kshetra",3,6648
BN Bachegowda Badavane → Depot-24 Gate (BNBG-D24G),304-R-BGB,BMTC,BNBG-D24G,3,5393
BSF Yalahanka → Shivajinagara Bus Station (BSF_SBS),291-LA BSF-SBS,BMTC,Via Coles Park,3,13763
BUC ADM Block → KR Market (Kalasipalya) (BUCADM-CLO-KMT),238-U,BMTC,Via Nagarabhavi Circle,3,2602
BUC ADM Block → Kempegowda Bus Station (BUCADM-KBS),238-U,BMTC,Via Nagarabhavi Circle,3,2388
BUC ADM Block → Vidhana Soudha (BUADM-VSD),238-U,BMTC,Via Nagarabhavi Circle,3,7778
Babusabpalya 302 → Depot-10 Gate (BSP-D10G),D10G-BSP 302,BMTC,Via Kalyananagara,3,12321
Babusabpalya 302 → Kempegowda Bus Station (BBP-KBS),302-F,BMTC,"Via Cunningham Road, Maruthi School, ITC Factory",3,5339
Babusabpalya 302 → Kempegowda Bus Station (BBSP-KBS),302-A,BMTC,"Via Subbayyanapalya/Ayyappa Temple, Coles Park",3,5188
Babusabpalya 302 → Shivajinagara Bus Station (BSP-SBS),302-GA,BMTC,"Via East Railway Station, Jai Bharath Nagara",3,4862
Babusabpalya → Depot-10 Gate (BBSP-D10G),D10G-BBSP,BMTC,Via Kalyananagara,3,5184
Bachahalli Government School → Kempegowda Bus Station (BHGS-KBS),297-C,BMTC,"Via Sadahalli, Hunasamaranahalli, E Hosuru, Sulikunte, Yelahanka Old Town",3,13323
Badekatte → KR Market (Kalasipalya) (BDK-KMT),216-B,BMTC,"Via Uttari Cross, Banashankari",3,4130
Badrapura → Kengeri Bus Station (BDP-KTTMC),KTTMC-BDP,BMTC,"Via Kanminake, Kumbalagodu",3,6887
Bagalur → Chikka Banavara (BGL-CKB),401-AK,BMTC,"Via Singapura, Venkatala, Abbigere, NES Office, MS Palya",3,8605
Bagalur → Depot-48 Gate (BGLR-D48G),293-S,BMTC,"Via Hosuru Bande, Byrathi Bande, Hennur Cross, Lingarajapura Bridge, Cunningham Road",3,8869
Bagalur → KR Market (BGR-KMT),293-SA,BMTC,"Via Byrathi Bande, Coles Park, Hosuru Bande, KR Circle, Lingarajapura Bridge",3,9402
Bagalur → Kempegowda Bus Station (BGV-KBS),293-S,BMTC,"Via Hosuru Bande, Byrathi Bande, Hennur Cross, Lingarajapura Bridge, Cunningham Road",3,7339
Bagalur → Krishnaraja Pura Govt Hospital (BLR-KRPGH),507-G,BMTC,"Via Hennur, Kalyananagara, Tin Factory",3,12501
Bagalur → MG Road Metro Station (BGL-MGRM),G-11,BMTC,"Via Lingarajapura, Byrathi Bande, Shivajinagara Bus Station",3,2978
Bagalur → MS Palya (BGR-MSP),289-AA,BMTC,"Via Kattigenahalli Cross, Dwaraka Nagara, Yelahanka Santhe Circle",3,13026
Bagalur → Peenya 2nd stage (BGR-PSS),401-AK,BMTC,"Via Singapura, Venkatala, Abbigere, NES Office, MS Palya",3,8668
Bagalur → Pottery Town (BGR-PTW),G-11,BMTC,"Via Lingarajapura, Byrathi Bande, Shivajinagara Bus Station",3,8910
Bagalur → Shanthinagara Bus Station (BGL-SNBS),G-11,BMTC,"Via Lingarajapura, Byrathi Bande, Shivajinagara Bus Station",3,2980
Bagalur → Shanthinagara Bus Station (BLR-SNBS),G-11,BMTC,"Via Lingarajapura, Byrathi Bande, Shivajinagara Bus Station",3,8901
Bagalur → Yelahanka Old Town (BGLR-YHKOT),289-A,BMTC,"Via Venkatala, Dwaraka Nagara",3,2470
Bagalur → Yelahanka Satellite Town (BGR-YST),289-AA,BMTC,"Via Kattigenahalli Cross, Dwaraka Nagara, Yelahanka Santhe Circle",3,13024
Bagmane Tech Park → Banashankari Bus Station (BTP-SVM-BSK),201-G,BMTC,"Via Indiranagara Police Station/KFC, Kuvempunagara ( BTM Layout), Thippasandra Market, Military Bridge",3,12986
Bagmane Tech Park → Swamy Vivekananda Metro Station (BTP-SVM),BTP-SVM,BMTC,Via Binnamangala,3,9231
Baguru → KR Market (BGU-KMT),323,BMTC,"Via Gunjuru, Domlur, Varthuru, Marathahalli Bridge, Nerige",3,6142
Balagere → Depot-41 Gate (BLG-D41G),332,BMTC,"Via Military Accounts Office, HAL Main Gate, Kundalahalli Gate, Varthuru",3,7154
Balagere → KR Market (BLG-KMT),332,BMTC,"Via Military Accounts Office, HAL Main Gate, Kundalahalli Gate, Varthuru",3,7152
Balagere → Kempegowda Bus Station (BLG-KBS),332-A,BMTC,"Via Domlur, Varthuru, Marathahalli Bridge",3,7161
Baleveeranahalli → KR Market (Kalasipalya) (BVH-KMT),242-LA,BMTC,"Via Tavarekere, 1st Cross Magadi Road, Sunkadakatte",3,4320
Balluru → KR Market (Kalasipalya) (BLR-KMT),360-C,BMTC,"Via Chandapura, Madivala, Attibele, Electronic City, Bommanahalli",3,4923
Banarahalli → KR Market (BNR-KMT),306-T,BMTC,"Via Medahalli, Hope Farm, Halasuru",3,4435
Banarahalli → KR Market (BRH-KMT),306-F,BMTC,"Via Medahalli Cross, Hope Farm, Halasuru",3,5568
Banarahalli → Kempegowda Bus Station (BNH-KBS),306-F-BRH,BMTC,BNH-KBS,3,6274
Banashankari 5th Stage → Kempegowda Bus Station (BSK5-KBS),210-NB,BMTC,"Via NR Colony, Chamarajapet, KR Market, Padmanabha Nagara, Uttarahalli",3,4564
Banashankari Bus Station → 9th Block Jayanagara (40th Cross) (BSK-JNN),BSK-JNN,BMTC,BSK-JNN,3,14097
Banashankari Bus Station → Andhrahalli (BSK-ADH),410-AB,BMTC,"Via Peenya 2nd stage, Vijayanagara Garage",3,7321
Banashankari Bus Station → Anekal (BSK-ANK),600-CA,BMTC,"Via Marasur Gate, Chikka Hagade Gate, Chandapura",3,4931
Banashankari Bus Station → Anekal (BSK-ANK),600-CB,BMTC,"Via BTM Layout 16th Main, Jayanagara 4th Block, Chandapura",3,8277
Banashankari Bus Station → Anjanapura (BSK-ANP),MF-215BB,BMTC,"Via Konanakunte Cross, Jaraganahalli Cross",3,12507
Banashankari Bus Station → Attibele Bus Stand (BSK-ATB),600-F,BMTC,"Via Chandapura, Electronic City, Central Silk Board",3,2607
Banashankari Bus Station → BEL Circle (BSK-BEL),500-BC,BMTC,"Via Marathahalli Bridge, Hebbala Bridge, Tin Factory",3,3041
Banashankari Bus Station → BEL Factory (BSK-BELF),500-A,BMTC,"Via Agara Junction, Tin Factory, Hennur Junction",3,11691
Banashankari Bus Station → BEL Factory (BSK-BELF),501-A,BMTC,"Via Summanahalli, Nayandahalli, BEL Circle, Kengeri Bus Station",3,13040
